date,rank,song_title,artist,genres
2016-06-11,1.0,One Dance,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-11,2.0,Panda,Desiigner,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']"
2016-06-11,3.0,Can't Stop The Feeling!,Justin Timberlake,"['dance pop', 'pop']"
2016-06-11,4.0,Work From Home,Fifth Harmony,"['girl group', 'pop', 'talent show']"
2016-06-11,5.0,Don't Let Me Down,The Chainsmokers,['pop']
2016-06-11,6.0,7 Years,Lukas Graham,"['danish pop', 'scandipop']"
2016-06-11,7.0,I Took A Pill In Ibiza,Mike Posner,"['dance pop', 'pop', 'pop dance', 'pop rap']"
2016-06-11,8.0,Dangerous Woman,Ariana Grande,['pop']
2016-06-11,9.0,Needed Me,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']"
2016-06-11,10.0,Work,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']"
2016-06-11,11.0,This Is What You Came For,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
2016-06-11,12.0,Pillowtalk,Zayn,"['pop', 'uk pop']"
2016-06-11,13.0,Never Forget You,Zara Larsson,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']"
2016-06-11,14.0,Cake By The Ocean,DNCE,"['dance pop', 'pop']"
2016-06-11,15.0,Close,Nick Jonas,"['dance pop', 'pop']"
2016-06-11,16.0,Just Like Fire,P!nk,"['dance pop', 'pop']"
2016-06-11,17.0,Love Yourself,Justin Bieber,"['canadian pop', 'pop']"
2016-06-11,18.0,Stressed Out,twenty one pilots,"['modern rock', 'pop', 'pov: indie', 'rock']"
2016-06-11,19.0,My House,Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
2016-06-11,20.0,"Me, Myself & I",G-Eazy,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
2016-06-11,21.0,Controlla,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-11,22.0,Low Life,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2016-06-11,23.0,H.O.L.Y.,Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
2016-06-11,24.0,Cheap Thrills,Sia,"['australian dance', 'australian pop', 'pop']"
,,Don't Mind,Kent Jones,[]
2016-06-11,26.0,Send My Love (To Your New Lover),Adele,"['british soul', 'pop', 'pop soul', 'uk pop']"
2016-06-11,27.0,Let It Go,James Bay,"['neo mellow', 'pop', 'uk pop']"
2016-06-11,28.0,Pop Style,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-11,29.0,Lost Boy,Ruth B,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']"
2016-06-11,30.0,Ride,twenty one pilots,"['modern rock', 'pop', 'pov: indie', 'rock']"
2016-06-11,31.0,Oui,Jeremih,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
2016-06-11,32.0,2 Phones,Kevin Gates,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2016-06-11,33.0,Sorry,Justin Bieber,"['canadian pop', 'pop']"
2016-06-11,34.0,Too Good,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-11,35.0,No,Meghan Trainor,"['hip pop', 'pop']"
2016-06-11,36.0,Came Here To Forget,Blake Shelton,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']"
2016-06-11,37.0,Cut It,O.T. Genasis,"['southern hip hop', 'trap']"
2016-06-11,38.0,All The Way Up,"Fat Joe, Remy Ma","['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2016-06-11,39.0,Sorry,Beyonce,"['pop', 'r&b']"
2016-06-11,40.0,My Boo,Ghost Town DJ's,['atlanta bass']
2016-06-11,41.0,Me Too,Meghan Trainor,"['hip pop', 'pop']"
2016-06-11,42.0,Exchange,Bryson Tiller,"['kentucky hip hop', 'r&b', 'rap']"
2016-06-11,43.0,Middle,DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']"
2016-06-11,44.0,Humble And Kind,Tim McGraw,"['contemporary country', 'country', 'country road']"
2016-06-11,45.0,Hype,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-11,46.0,One Call Away,Charlie Puth,"['pop', 'viral pop']"
2016-06-11,47.0,T-Shirt,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-06-11,48.0,Somewhere On A Beach,Dierks Bentley,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-06-11,49.0,The Sound Of Silence,Disturbed,"['alternative metal', 'nu metal', 'rap metal', 'rock']"
2016-06-11,50.0,Wild Things,Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2016-06-11,51.0,Into You,Ariana Grande,['pop']
2016-06-11,52.0,"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-06-11,53.0,Snapback,Old Dominion,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-06-11,54.0,Never Be Like You,Flume,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica']"
2016-06-11,55.0,Still Here,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-11,56.0,Grammys,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-11,57.0,Childs Play,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-11,58.0,Wicked,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2016-06-11,59.0,I Hate U I Love U,gnash,"['alt z', 'pop']"
2016-06-11,60.0,My Church,Maren Morris,"['classic texas country', 'contemporary country']"
2016-06-11,61.0,Uber Everywhere,MadeinTYO,"['atl hip hop', 'melodic rap', 'trap']"
2016-06-11,62.0,Body,Dreezy,"['chicago rap', 'drill', 'trap queen']"
2016-06-11,63.0,Mind Reader,Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-06-11,64.0,With You,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
